,Final,lgb,xgb
0,0.9061896681785584,1,0.8659852743148804
1,0.8760751962661744,1,0.8229645490646362
2,0.8971855521202088,1,0.8531222343444824
3,0.8715121030807496,1,0.8164458870887756
4,0.7900621175765992,1,0.7000887393951416
5,0.8699458122253418,1,0.8142083287239075
6,0.8811263322830201,1,0.8301805257797241
7,0.8467295646667481,1,0.781042218208313
8,0.8824410915374756,1,0.8320587277412415
9,0.8466736555099488,1,0.780962347984314
10,0.8633650422096253,1,0.804807186126709
11,0.8600865483283997,1,0.8001236319541931
12,0.8752664208412171,1,0.8218091726303101
13,0.014341846108436584,0,0.020488351583480835
14,0.9233240962028504,1,0.8904629945755005
15,-0.004099350888282061,0,-0.005856215953826904
16,0.9016145944595337,1,0.8594494462013245
17,0.8858066082000733,1,0.836866557598114
18,0.881230640411377,1,0.8303294777870178
19,0.9113686561584473,1,0.8733838200569153
20,0.8246670842170716,1,0.7495244145393372
21,0.9020845174789429,1,0.8601207733154297
22,-0.01002734899520874,0,-0.014324784278869629
23,0.8851206183433533,1,0.8358865976333618
24,0.840972113609314,1,0.7728173136711121
25,0.8879050493240357,1,0.8398643732070923
26,0.9335340142250061,1,0.9050486087799072
27,0.8888615250587464,1,0.8412307500839233
28,0.9330685615539551,1,0.904383659362793
29,0.33761149644851685,0,0.48230215907096863
30,0.8620567202568055,1,0.8029381632804871
31,0.8801904201507569,1,0.8288434743881226
32,0.9336565017700196,1,0.9052236080169678
33,0.8809267163276673,1,0.8298953175544739
34,0.857787299156189,1,0.7968389987945557
35,0.8774307847023011,1,0.8249011039733887
36,0.9087940335273743,1,0.8697057366371155
37,0.8621849298477173,1,0.8031213283538818
38,0.8788187384605408,1,0.8268839120864868
39,0.8086946487426758,1,0.7267066836357117
40,0.7793890118598938,1,0.6848414540290833
41,0.8625723004341126,1,0.8036746978759766
42,0.8998178720474244,1,0.8568826913833618
43,0.8674431920051575,1,0.8106331825256348
44,0.8602281093597413,1,0.800325870513916
45,0.8595456957817078,1,0.7993509769439697
46,0.8816722512245179,1,0.8309603929519653
47,0.8877516865730286,1,0.839645266532898
48,0.8234938859939576,1,0.7478484511375427
49,0.7970652759075165,1,0.7100932598114014
50,0.8062214136123658,1,0.7231734991073608
51,0.7221515059471131,1,0.6030735969543457
52,0.9390437483787537,1,0.9129196405410767
53,0.8783873796463013,1,0.8262677192687988
54,0.8726343989372254,1,0.8180491924285889
55,0.9024086475372315,1,0.8605837821960449
56,-0.01002734899520874,0,-0.014324784278869629
57,0.8916401743888855,1,0.8452003002166748
58,0.8020936131477356,1,0.7172765731811523
59,0.8378161072731019,1,0.7683087587356567
60,0.9228623986244202,1,0.8898034691810608
61,0.9059123277664185,1,0.8655890226364136
62,0.880540955066681,1,0.8293442130088806
63,0.8741540789604187,1,0.8202201128005981
64,0.80710529088974,1,0.7244361042976379
65,0.9052012443542481,1,0.8645732402801514
66,0.8851073265075684,1,0.8358675837516785
67,0.939147698879242,1,0.9130681753158569
68,0.9001024246215821,1,0.85728919506073
69,0.893296766281128,1,0.8475667834281921
70,0.8494653582572937,1,0.7849504947662354
71,0.8963265895843506,1,0.8518951535224915
72,0.8751419663429261,1,0.8216314315795898
73,0.002717560390010476,0,0.0038822293281555176
74,0.8650756359100342,1,0.8072509169578552
75,0.8502328872680665,1,0.7860469818115234
76,0.8460050702095032,1,0.7800072431564331
77,0.036595504730939865,0,0.05227929353713989
78,0.8552111268043519,1,0.793158769607544
79,0.8603643655776978,1,0.8005205392837524
80,0.9152701377868653,1,0.8789573907852173
81,0.8991243720054627,1,0.8558919429779053
82,0.9152375936508179,1,0.8789108991622925
83,0.7325645565986634,1,0.617949366569519
84,0.8498453974723816,1,0.7854934334754944
85,0.8440159440040589,1,0.7771656513214111
86,0.9300274133682251,1,0.9000391960144043
87,0.8862112045288086,1,0.8374446034431458
88,0.8870688557624817,1,0.8386697769165039
89,0.9002653241157532,1,0.8575218915939331
90,0.8710858702659607,1,0.8158369660377502
91,0.32123079895973206,0,0.45890116691589355
92,0.8726197361946106,1,0.8180282115936279
93,0.015322697348892689,0,0.021889567375183105
94,0.9345905661582947,1,0.9065579771995544
95,0.8996724963188172,1,0.8566750288009644
96,0.9265119314193726,1,0.8950170278549194
97,-0.01002734899520874,0,-0.014324784278869629
98,0.8686736106872559,1,0.812390923500061
99,0.8787412524223328,1,0.8267732262611389
100,0.906809675693512,1,0.8668709993362427
101,0.8949593782424927,1,0.8499419689178467
102,0.8962290763854981,1,0.8517557978630066
103,0.8954325795173645,1,0.8506180047988892
104,0.8789161324501038,1,0.8270230293273926
105,0.81614248752594,1,0.7373464107513428
106,0.8768567323684693,1,0.8240810632705688
107,0.8976195335388184,1,0.8537421822547913
108,0.8743471384048462,1,0.8204959034919739
109,0.8907157063484192,1,0.8438795804977417
110,0.9305873394012452,1,0.90083909034729
111,0.8705330967903138,1,0.8150472640991211
112,0.9089419722557068,1,0.8699171543121338
113,0.8876365900039673,1,0.8394808173179626
114,0.9025258898735047,1,0.8607512712478638
115,0.9298528909683228,1,0.8997898697853088
116,0.8782833695411683,1,0.8261191248893738
117,0.8775863528251648,1,0.8251233696937561
118,0.8880562663078309,1,0.8400803804397583
119,0.8094064474105835,1,0.7277234792709351
120,0.9105086207389832,1,0.8721551895141602
121,0.77822704911232,1,0.6831815242767334
122,0.8997463464736939,1,0.8567805290222168
123,0.023154735565185547,0,0.03307819366455078
124,0.8279911160469056,1,0.7542730569839478
125,0.9000925302505494,1,0.8572750687599182
126,0.919534194469452,1,0.8850488662719727
127,0.9214609146118165,1,0.8878012895584106
128,0.9021955013275147,1,0.8602793216705322
129,0.8797216892242432,1,0.8281738758087158
130,0.8679300427436829,1,0.811328649520874
131,0.8615360140800477,1,0.802194356918335
132,0.8884424448013306,1,0.8406320810317993
133,0.8558267831802369,1,0.7940382361412048
134,0.8835500955581665,1,0.8336430191993713
135,0.8678414106369019,1,0.8112019896507263
136,0.8644986033439637,1,0.8064265847206116
137,0.8589988231658936,1,0.7985697984695435
138,0.9398651599884034,1,0.9140931367874146
139,0.8993868708610535,1,0.856266975402832
140,0.8621548891067505,1,0.8030784130096436
141,0.8153685212135315,1,0.7362407445907593
142,0.8411884188652039,1,0.7731263637542725
143,0.8633512735366822,1,0.8047875165939331
144,0.872017252445221,1,0.8171675205230713
145,0.8823578834533692,1,0.8319398164749146
146,0.9158078312873841,1,0.879725456237793
147,0.8625956654548645,1,0.8037080764770508
148,0.854771363735199,1,0.7925305366516113
149,0.8361312627792359,1,0.7659018039703369
150,0.8867365002632142,1,0.8381950259208679
151,0.9274534463882447,1,0.8963620662689209
152,0.9350165009498597,1,0.9071664810180664
153,0.9170361638069153,1,0.8814802169799805
154,0.3385586142539978,0,0.4836551547050476
155,0.7669385850429535,1,0.6670551300048828
156,0.9187494397163392,1,0.8839278221130371
157,0.8984000563621521,1,0.8548572063446045
158,0.8811271071434021,1,0.8301815986633301
159,-0.004086416680365801,0,-0.005837738513946533
160,0.8738603472709656,1,0.8198004961013794
161,0.8583791732788086,1,0.7976845502853394
162,0.9043488383293152,1,0.8633555173873901
163,0.9101284623146058,1,0.8716120719909668
164,0.847677755355835,1,0.7823967933654785
165,0.007682230789214373,0,0.010974615812301636
166,0.8927330851554871,1,0.8467615842819214
167,0.8698981881141663,1,0.8141403198242188
168,0.018194319680333138,0,0.025991886854171753
169,0.8820131897926331,1,0.831447422504425
170,-0.013823413290083408,0,-0.01974773406982422
171,0.9235596537590027,1,0.8907995223999023
172,0.9093029975891114,1,0.8704328536987305
173,0.931779968738556,1,0.9025428295135498
174,0.838164496421814,1,0.7688064575195312
175,0.969107735157013,1,0.9558682441711426
176,0.9121330261230469,1,0.8744757771492004
177,0.865964698791504,1,0.808521032333374
178,0.8991874933242798,1,0.8559821844100952
179,0.8635394454002381,1,0.8050563335418701
180,0.8827963948249817,1,0.8325663208961487
181,-0.007576608564704657,0,-0.010823726654052734
182,0.8350193977355957,1,0.7643134593963623
183,0.8595369338989258,1,0.7993384599685669
184,0.8445424318313599,1,0.777917742729187
185,0.954191255569458,1,0.9345589876174927
186,0.8874742865562439,1,0.8392489552497864
187,0.7266825020313263,1,0.609546422958374
188,0.9063312292099,1,0.8661875128746033
189,0.9016516089439393,1,0.8595023155212402
190,0.8727618932724,1,0.8182312846183777
191,0.9053249835968018,1,0.8647500276565552
192,0.8991794466972352,1,0.8559706211090088
193,0.8795558691024781,1,0.8279370069503784
194,0.9098027229309082,1,0.8711467981338501
195,0.8390495657920838,1,0.7700707912445068
196,0.8467892289161683,1,0.7811274528503418
197,0.8607182383537293,1,0.8010261058807373
198,0.005227881483733654,0,0.00746840238571167
199,0.8798857808113099,1,0.8284083008766174
200,0.9086154580116272,1,0.8694506883621216
201,0.824674654006958,1,0.7495352625846863
202,0.8444177389144898,1,0.7777396440505981
203,0.007343166973441839,0,0.010490238666534424
204,0.8460376143455506,1,0.7800537347793579
205,0.8844362974166871,1,0.8349090218544006
206,0.8936112999916077,1,0.8480161428451538
207,0.26710671186447144,0,0.38158100843429565
208,0.9221928000450135,1,0.8888468742370605
209,0.9316282153129578,1,0.9023260474205017
210,0.41955670714378357,0,0.5993667244911194
211,0.8326935648918152,1,0.7609908580780029
212,0.9304344534873963,1,0.900620698928833
213,0.4157606363296509,0,0.5939437747001648
214,0.8103287100791932,1,0.7290410399436951
215,0.9008201241493226,1,0.8583145141601562
216,0.8112727284431458,1,0.7303895950317383
217,0.8671008229255677,1,0.8101440668106079
218,0.8237131118774415,1,0.7481616139411926
219,0.9051968932151795,1,0.8645670413970947
220,0.8484855175018311,1,0.7835507392883301
221,0.9038994789123536,1,0.8627135753631592
222,0.7687356352806092,1,0.6696223616600037
223,0.7864834547042847,1,0.6949763894081116
224,0.9383334398269654,1,0.9119049310684204
225,0.8383367538452149,1,0.7690525054931641
226,0.8811164975166321,1,0.8301663994789124
227,0.8487695336341858,1,0.7839564681053162
228,0.8685150623321534,1,0.8121644258499146
229,0.8135219097137452,1,0.73360276222229
230,0.7963964819908143,1,0.7091378569602966
231,0.9190113425254822,1,0.8843019008636475
232,0.8475887060165406,1,0.7822695970535278
